,State,Year,Quater,Transaction_type,Transaction_count,Transaction_amount,code,Latitude,Longitude
1589,Karnataka,2022,2,Others,941042,670434289.8797817,KA,14.5203896,75.7223521
1590,Karnataka,2022,3,Merchant payments,704609552,333606445776.6083,KA,14.5203896,75.7223521
1591,Karnataka,2022,3,Peer-to-peer payments,404084880,1282604186671.1765,KA,14.5203896,75.7223521
1592,Karnataka,2022,3,Recharge & bill payments,79979546,48539011844.07969,KA,14.5203896,75.7223521
1593,Karnataka,2022,3,Financial Services,361312,558132533.414458,KA,14.5203896,75.7223521
1594,Karnataka,2022,3,Others,726038,610455785.7449958,KA,14.5203896,75.7223521
1595,Karnataka,2022,4,Merchant payments,830157371,380643835280.2336,KA,14.5203896,75.7223521
1596,Karnataka,2022,4,Peer-to-peer payments,460041715,1468087523889.2769,KA,14.5203896,75.7223521
1597,Karnataka,2022,4,Recharge & bill payments,87517348,54445900607.2116,KA,14.5203896,75.7223521
1598,Karnataka,2022,4,Financial Services,426795,650217624.1227758,KA,14.5203896,75.7223521
1599,Karnataka,2022,4,Others,767142,689145506.798728,KA,14.5203896,75.7223521
1600,Kerala,2018,1,Recharge & bill payments,988774,157311821.37585658,KL,10.3528744,76.5120396
1601,Kerala,2018,1,Peer-to-peer payments,600205,2107288314.3025224,KL,10.3528744,76.5120396
1602,Kerala,2018,1,Merchant payments,72164,82919383.04571173,KL,10.3528744,76.5120396
1603,Kerala,2018,1,Financial Services,40170,7957491.901965583,KL,10.3528744,76.5120396
1604,Kerala,2018,1,Others,70067,47197742.47444939,KL,10.3528744,76.5120396
1605,Kerala,2018,2,Recharge & bill payments,1230869,248080143.257024,KL,10.3528744,76.5120396
1606,Kerala,2018,2,Peer-to-peer payments,848291,3436199589.077317,KL,10.3528744,76.5120396
1607,Kerala,2018,2,Merchant payments,131217,144501582.04666698,KL,10.3528744,76.5120396
1608,Kerala,2018,2,Financial Services,41100,12355589.34361695,KL,10.3528744,76.5120396
1609,Kerala,2018,2,Others,56688,45786439.71799916,KL,10.3528744,76.5120396
1610,Kerala,2018,3,Peer-to-peer payments,1425259,4823239268.279744,KL,10.3528744,76.5120396
1611,Kerala,2018,3,Recharge & bill payments,1407588,296352497.34099543,KL,10.3528744,76.5120396
1612,Kerala,2018,3,Merchant payments,210974,160705488.6023575,KL,10.3528744,76.5120396
1613,Kerala,2018,3,Financial Services,37286,6170643.387882499,KL,10.3528744,76.5120396
1614,Kerala,2018,3,Others,53241,36557326.26447625,KL,10.3528744,76.5120396
1615,Kerala,2018,4,Peer-to-peer payments,2073960,6959805154.570259,KL,10.3528744,76.5120396
1616,Kerala,2018,4,Recharge & bill payments,1679897,351296525.29857576,KL,10.3528744,76.5120396
1617,Kerala,2018,4,Merchant payments,417114,378857199.6490426,KL,10.3528744,76.5120396
1618,Kerala,2018,4,Financial Services,75084,10063656.726067666,KL,10.3528744,76.5120396
1619,Kerala,2018,4,Others,64599,47338700.56846385,KL,10.3528744,76.5120396
1620,Kerala,2019,1,Peer-to-peer payments,3601116,9314451112.085836,KL,10.3528744,76.5120396
1621,Kerala,2019,1,Recharge & bill payments,2180915,498453895.947243,KL,10.3528744,76.5120396
1622,Kerala,2019,1,Merchant payments,550707,371997848.2006639,KL,10.3528744,76.5120396
1623,Kerala,2019,1,Financial Services,77652,7808573.898364296,KL,10.3528744,76.5120396
1624,Kerala,2019,1,Others,58649,42319704.717572376,KL,10.3528744,76.5120396
1625,Kerala,2019,2,Peer-to-peer payments,3519528,11630623424.131498,KL,10.3528744,76.5120396
1626,Kerala,2019,2,Recharge & bill payments,2711299,768892057.7982787,KL,10.3528744,76.5120396
1627,Kerala,2019,2,Merchant payments,937130,569545842.9998999,KL,10.3528744,76.5120396
1628,Kerala,2019,2,Financial Services,38869,5823291.622642939,KL,10.3528744,76.5120396
1629,Kerala,2019,2,Others,77000,56486944.633225575,KL,10.3528744,76.5120396
1630,Kerala,2019,3,Peer-to-peer payments,4181954,14433990011.32079,KL,10.3528744,76.5120396
1631,Kerala,2019,3,Recharge & bill payments,3431236,1051007778.312958,KL,10.3528744,76.5120396
1632,Kerala,2019,3,Merchant payments,1497029,879510566.1106174,KL,10.3528744,76.5120396
1633,Kerala,2019,3,Financial Services,96130,8910528.723410578,KL,10.3528744,76.5120396
1634,Kerala,2019,3,Others,79747,56390837.59670959,KL,10.3528744,76.5120396
1635,Kerala,2019,4,Peer-to-peer payments,5859068,18537483865.44591,KL,10.3528744,76.5120396
1636,Kerala,2019,4,Recharge & bill payments,4097032,1287955351.6647906,KL,10.3528744,76.5120396
1637,Kerala,2019,4,Merchant payments,2418428,1268704040.100692,KL,10.3528744,76.5120396
1638,Kerala,2019,4,Financial Services,50728,10816332.760911915,KL,10.3528744,76.5120396
1639,Kerala,2019,4,Others,73381,46367047.83244334,KL,10.3528744,76.5120396
1640,Kerala,2020,1,Peer-to-peer payments,6634439,22862907701.60516,KL,10.3528744,76.5120396
1641,Kerala,2020,1,Recharge & bill payments,5507580,1716538277.3696735,KL,10.3528744,76.5120396
1642,Kerala,2020,1,Merchant payments,3485036,1810329140.1843731,KL,10.3528744,76.5120396
1643,Kerala,2020,1,Financial Services,38050,17160614.593254916,KL,10.3528744,76.5120396
1644,Kerala,2020,1,Others,68417,44149097.18179157,KL,10.3528744,76.5120396
1645,Kerala,2020,2,Recharge & bill payments,7709714,2452435028.924937,KL,10.3528744,76.5120396
1646,Kerala,2020,2,Peer-to-peer payments,5603046,21309983654.739,KL,10.3528744,76.5120396
1647,Kerala,2020,2,Merchant payments,2888260,2075701451.36276,KL,10.3528744,76.5120396
1648,Kerala,2020,2,Financial Services,40501,32921115.845954426,KL,10.3528744,76.5120396
1649,Kerala,2020,2,Others,46446,23037227.72754424,KL,10.3528744,76.5120396
1650,Kerala,2020,3,Peer-to-peer payments,8590587,33346812213.79868,KL,10.3528744,76.5120396
1651,Kerala,2020,3,Recharge & bill payments,7932950,2688361345.204546,KL,10.3528744,76.5120396
1652,Kerala,2020,3,Merchant payments,5065205,4016995193.6035366,KL,10.3528744,76.5120396
1653,Kerala,2020,3,Financial Services,94130,76828720.82445312,KL,10.3528744,76.5120396
1654,Kerala,2020,3,Others,75808,35153178.52298187,KL,10.3528744,76.5120396
1655,Kerala,2020,4,Peer-to-peer payments,12941135,45686395927.74489,KL,10.3528744,76.5120396
1656,Kerala,2020,4,Merchant payments,10990709,7695667406.723909,KL,10.3528744,76.5120396
1657,Kerala,2020,4,Recharge & bill payments,9167428,3238199947.525463,KL,10.3528744,76.5120396
1658,Kerala,2020,4,Financial Services,73833,69202344.44095232,KL,10.3528744,76.5120396
1659,Kerala,2020,4,Others,115082,65791020.57617174,KL,10.3528744,76.5120396
1660,Kerala,2021,1,Peer-to-peer payments,16209203,55336812492.74641,KL,10.3528744,76.5120396
1661,Kerala,2021,1,Merchant payments,16105923,10058436408.18426,KL,10.3528744,76.5120396
1662,Kerala,2021,1,Recharge & bill payments,9837385,3732534739.0436296,KL,10.3528744,76.5120396
1663,Kerala,2021,1,Financial Services,68012,69655547.76092248,KL,10.3528744,76.5120396
1664,Kerala,2021,1,Others,95819,63530974.15939384,KL,10.3528744,76.5120396
1665,Kerala,2021,2,Peer-to-peer payments,17026648,58152644526.04467,KL,10.3528744,76.5120396
1666,Kerala,2021,2,Merchant payments,16135060,11263178335.980885,KL,10.3528744,76.5120396
1667,Kerala,2021,2,Recharge & bill payments,13809151,4645548909.798975,KL,10.3528744,76.5120396
1668,Kerala,2021,2,Financial Services,88830,88370679.95309764,KL,10.3528744,76.5120396
1669,Kerala,2021,2,Others,131344,77063984.37888283,KL,10.3528744,76.5120396
1670,Kerala,2021,3,Merchant payments,25402350,17877677018.10737,KL,10.3528744,76.5120396
1671,Kerala,2021,3,Peer-to-peer payments,23378091,78598482305.73877,KL,10.3528744,76.5120396
1672,Kerala,2021,3,Recharge & bill payments,13979407,5008396079.412957,KL,10.3528744,76.5120396
1673,Kerala,2021,3,Financial Services,85730,101460242.2623948,KL,10.3528744,76.5120396
1674,Kerala,2021,3,Others,182688,100146127.60812962,KL,10.3528744,76.5120396
1675,Kerala,2021,4,Merchant payments,38574904,24589454633.018272,KL,10.3528744,76.5120396
1676,Kerala,2021,4,Peer-to-peer payments,29075528,92774490034.55844,KL,10.3528744,76.5120396
1677,Kerala,2021,4,Recharge & bill payments,13781815,5689390023.204552,KL,10.3528744,76.5120396
1678,Kerala,2021,4,Financial Services,108232,128238698.74055986,KL,10.3528744,76.5120396
1679,Kerala,2021,4,Others,283262,160563553.84187678,KL,10.3528744,76.5120396
1680,Kerala,2022,1,Merchant payments,47778743,28685388646.415367,KL,10.3528744,76.5120396
1681,Kerala,2022,1,Peer-to-peer payments,33089518,104623270223.31714,KL,10.3528744,76.5120396
1682,Kerala,2022,1,Recharge & bill payments,14042317,6373570715.969071,KL,10.3528744,76.5120396
1683,Kerala,2022,1,Financial Services,134370,158926455.91425735,KL,10.3528744,76.5120396
1684,Kerala,2022,1,Others,236017,147786423.0782508,KL,10.3528744,76.5120396
1685,Kerala,2022,2,Merchant payments,55730158,34395023155.77253,KL,10.3528744,76.5120396
1686,Kerala,2022,2,Peer-to-peer payments,35630060,112813716119.4625,KL,10.3528744,76.5120396
1687,Kerala,2022,2,Recharge & bill payments,14701207,7230489227.091859,KL,10.3528744,76.5120396
1688,Kerala,2022,2,Financial Services,110336,133436809.9132271,KL,10.3528744,76.5120396
1689,Kerala,2022,2,Others,193561,123664236.88435228,KL,10.3528744,76.5120396
1690,Kerala,2022,3,Merchant payments,64984061,37852759989.759125,KL,10.3528744,76.5120396
1691,Kerala,2022,3,Peer-to-peer payments,38774832,116414003145.11606,KL,10.3528744,76.5120396
1692,Kerala,2022,3,Recharge & bill payments,15289755,7709237374.351864,KL,10.3528744,76.5120396
1693,Kerala,2022,3,Financial Services,146673,162861560.07391134,KL,10.3528744,76.5120396
1694,Kerala,2022,3,Others,167583,121557246.12854593,KL,10.3528744,76.5120396
1695,Kerala,2022,4,Merchant payments,74647115,40607857085.646095,KL,10.3528744,76.5120396
1696,Kerala,2022,4,Peer-to-peer payments,42471676,124564727703.6056,KL,10.3528744,76.5120396
1697,Kerala,2022,4,Recharge & bill payments,15520670,8075692517.275558,KL,10.3528744,76.5120396
1698,Kerala,2022,4,Financial Services,164334,191307058.1462068,KL,10.3528744,76.5120396
1699,Kerala,2022,4,Others,156673,120224235.03622033,KL,10.3528744,76.5120396
1700,Ladakh,2018,1,Recharge & bill payments,3550,927250.7143707818,LA,33.9456407,77.6568576
1701,Ladakh,2018,1,Peer-to-peer payments,1752,10767803.999610368,LA,33.9456407,77.6568576
1702,Ladakh,2018,1,Merchant payments,320,369327.6255524192,LA,33.9456407,77.6568576
1703,Ladakh,2018,1,Financial Services,132,274283.17576680594,LA,33.9456407,77.6568576
1704,Ladakh,2018,1,Others,335,194192.25581440225,LA,33.9456407,77.6568576
1705,Ladakh,2018,2,Recharge & bill payments,8075,2417434.2729015187,LA,33.9456407,77.6568576
1706,Ladakh,2018,2,Peer-to-peer payments,5667,42638443.11997231,LA,33.9456407,77.6568576
1707,Ladakh,2018,2,Merchant payments,724,1761366.2964342083,LA,33.9456407,77.6568576
1708,Ladakh,2018,2,Financial Services,151,127324.6279709443,LA,33.9456407,77.6568576
1709,Ladakh,2018,2,Others,393,390334.220462498,LA,33.9456407,77.6568576
1710,Ladakh,2018,3,Recharge & bill payments,13136,4676712.344045115,LA,33.9456407,77.6568576
1711,Ladakh,2018,3,Peer-to-peer payments,10133,77085890.57395566,LA,33.9456407,77.6568576
1712,Ladakh,2018,3,Merchant payments,1168,2016579.2506718007,LA,33.9456407,77.6568576
1713,Ladakh,2018,3,Financial Services,84,69317.12287872119,LA,33.9456407,77.6568576
1714,Ladakh,2018,3,Others,343,242477.8532947429,LA,33.9456407,77.6568576
1715,Ladakh,2018,4,Recharge & bill payments,16650,5701932.895454288,LA,33.9456407,77.6568576
1716,Ladakh,2018,4,Peer-to-peer payments,15939,123611779.5893042,LA,33.9456407,77.6568576
1717,Ladakh,2018,4,Merchant payments,1881,5082666.820758243,LA,33.9456407,77.6568576
1718,Ladakh,2018,4,Financial Services,142,94604.73391846984,LA,33.9456407,77.6568576
1719,Ladakh,2018,4,Others,599,1031858.4532022324,LA,33.9456407,77.6568576
1720,Ladakh,2019,1,Peer-to-peer payments,22076,139715922.1887053,LA,33.9456407,77.6568576
1721,Ladakh,2019,1,Recharge & bill payments,20014,7186109.182288248,LA,33.9456407,77.6568576
1722,Ladakh,2019,1,Merchant payments,3238,4967122.499940028,LA,33.9456407,77.6568576
1723,Ladakh,2019,1,Financial Services,114,111851.02856430916,LA,33.9456407,77.6568576
1724,Ladakh,2019,1,Others,703,878916.0496292994,LA,33.9456407,77.6568576
1725,Ladakh,2019,2,Peer-to-peer payments,34202,240305709.92824295,LA,33.9456407,77.6568576
1726,Ladakh,2019,2,Recharge & bill payments,25357,10116773.366134496,LA,33.9456407,77.6568576
1727,Ladakh,2019,2,Merchant payments,8220,7726519.367758205,LA,33.9456407,77.6568576
1728,Ladakh,2019,2,Financial Services,86,113767.09768193656,LA,33.9456407,77.6568576
1729,Ladakh,2019,2,Others,907,992737.2376073576,LA,33.9456407,77.6568576
1730,Ladakh,2019,3,Peer-to-peer payments,43198,303596367.67958534,LA,33.9456407,77.6568576
1731,Ladakh,2019,3,Recharge & bill payments,41491,18054746.12144833,LA,33.9456407,77.6568576
1732,Ladakh,2019,3,Merchant payments,6963,8096082.971229901,LA,33.9456407,77.6568576
1733,Ladakh,2019,3,Financial Services,48,148633.29469977494,LA,33.9456407,77.6568576
1734,Ladakh,2019,3,Others,696,1233697.1268589406,LA,33.9456407,77.6568576
1735,Ladakh,2019,4,Peer-to-peer payments,42095,298044908.5075786,LA,33.9456407,77.6568576
1736,Ladakh,2019,4,Recharge & bill payments,35467,16510212.100753112,LA,33.9456407,77.6568576
1737,Ladakh,2019,4,Merchant payments,6522,8717893.899929387,LA,33.9456407,77.6568576
1738,Ladakh,2019,4,Financial Services,46,162760.63254625077,LA,33.9456407,77.6568576
1739,Ladakh,2019,4,Others,576,1253584.887304229,LA,33.9456407,77.6568576
1740,Ladakh,2020,1,Peer-to-peer payments,51560,339551900.3873952,LA,33.9456407,77.6568576
1741,Ladakh,2020,1,Recharge & bill payments,49801,23010664.72023286,LA,33.9456407,77.6568576
1742,Ladakh,2020,1,Merchant payments,14264,13338124.27189282,LA,33.9456407,77.6568576
1743,Ladakh,2020,1,Financial Services,204,583108.9455483773,LA,33.9456407,77.6568576
1744,Ladakh,2020,1,Others,590,1155879.120674257,LA,33.9456407,77.6568576
1745,Ladakh,2020,2,Recharge & bill payments,70601,32087339.266190995,LA,33.9456407,77.6568576
1746,Ladakh,2020,2,Peer-to-peer payments,68450,470749365.0981605,LA,33.9456407,77.6568576
1747,Ladakh,2020,2,Merchant payments,15132,19679330.186414924,LA,33.9456407,77.6568576
1748,Ladakh,2020,2,Financial Services,337,786069.1630768818,LA,33.9456407,77.6568576
1749,Ladakh,2020,2,Others,490,490894.93818109273,LA,33.9456407,77.6568576
1750,Ladakh,2020,3,Peer-to-peer payments,108345,751333715.2896031,LA,33.9456407,77.6568576
1751,Ladakh,2020,3,Recharge & bill payments,81623,40380074.55014179,LA,33.9456407,77.6568576
1752,Ladakh,2020,3,Merchant payments,36861,40538778.75651745,LA,33.9456407,77.6568576
1753,Ladakh,2020,3,Financial Services,621,2334917.7832646337,LA,33.9456407,77.6568576
1754,Ladakh,2020,3,Others,772,900013.678666259,LA,33.9456407,77.6568576
1755,Ladakh,2020,4,Peer-to-peer payments,151582,985814864.3429124,LA,33.9456407,77.6568576
1756,Ladakh,2020,4,Recharge & bill payments,94133,44185250.8636451,LA,33.9456407,77.6568576
1757,Ladakh,2020,4,Merchant payments,83868,77511378.30739444,LA,33.9456407,77.6568576
1758,Ladakh,2020,4,Financial Services,729,1965054.5898611392,LA,33.9456407,77.6568576
1759,Ladakh,2020,4,Others,1822,2486922.4041473325,LA,33.9456407,77.6568576
1760,Ladakh,2021,1,Peer-to-peer payments,141894,869999786.1513934,LA,33.9456407,77.6568576
1761,Ladakh,2021,1,Recharge & bill payments,72719,35459532.4121063,LA,33.9456407,77.6568576
1762,Ladakh,2021,1,Merchant payments,58875,74977913.47237433,LA,33.9456407,77.6568576
1763,Ladakh,2021,1,Financial Services,629,1455016.148284281,LA,33.9456407,77.6568576
1764,Ladakh,2021,1,Others,1298,1527565.0627209258,LA,33.9456407,77.6568576
1765,Ladakh,2021,2,Peer-to-peer payments,209818,1259044412.4358735,LA,33.9456407,77.6568576
1766,Ladakh,2021,2,Recharge & bill payments,95458,44754721.82815341,LA,33.9456407,77.6568576
1767,Ladakh,2021,2,Merchant payments,92078,119608470.0411553,LA,33.9456407,77.6568576
1768,Ladakh,2021,2,Financial Services,755,1756762.1471181023,LA,33.9456407,77.6568576
1769,Ladakh,2021,2,Others,1607,2094729.0180191216,LA,33.9456407,77.6568576
1770,Ladakh,2021,3,Peer-to-peer payments,330919,1917311078.1287265,LA,33.9456407,77.6568576
1771,Ladakh,2021,3,Merchant payments,135108,233260756.5088715,LA,33.9456407,77.6568576
1772,Ladakh,2021,3,Recharge & bill payments,121856,58750081.8151172,LA,33.9456407,77.6568576
1773,Ladakh,2021,3,Financial Services,900,1911625.5446910744,LA,33.9456407,77.6568576
1774,Ladakh,2021,3,Others,2204,2751201.9371823343,LA,33.9456407,77.6568576
1775,Ladakh,2021,4,Peer-to-peer payments,337120,1804428550.1884875,LA,33.9456407,77.6568576
1776,Ladakh,2021,4,Merchant payments,169110,284786365.9296017,LA,33.9456407,77.6568576
1777,Ladakh,2021,4,Recharge & bill payments,120607,58403893.47253243,LA,33.9456407,77.6568576
1778,Ladakh,2021,4,Financial Services,912,3068708.947120995,LA,33.9456407,77.6568576
1779,Ladakh,2021,4,Others,2438,2847620.2425241945,LA,33.9456407,77.6568576
1780,Ladakh,2022,1,Peer-to-peer payments,343041,1685241980.664183,LA,33.9456407,77.6568576
1781,Ladakh,2022,1,Merchant payments,167100,279354508.988595,LA,33.9456407,77.6568576
1782,Ladakh,2022,1,Recharge & bill payments,116486,56203999.28920926,LA,33.9456407,77.6568576
1783,Ladakh,2022,1,Financial Services,1247,2023327.6779848372,LA,33.9456407,77.6568576
1784,Ladakh,2022,1,Others,2141,2217102.222236882,LA,33.9456407,77.6568576
1785,Ladakh,2022,2,Peer-to-peer payments,608870,2941624382.277109,LA,33.9456407,77.6568576
1786,Ladakh,2022,2,Merchant payments,346146,508439376.68091977,LA,33.9456407,77.6568576
1787,Ladakh,2022,2,Recharge & bill payments,158996,88531677.99442025,LA,33.9456407,77.6568576
1788,Ladakh,2022,2,Financial Services,1585,2487560.1853386,LA,33.9456407,77.6568576
1789,Ladakh,2022,2,Others,2476,2235180.858482568,LA,33.9456407,77.6568576
1790,Ladakh,2022,3,Peer-to-peer payments,659896,2955729492.4985514,LA,33.9456407,77.6568576
1791,Ladakh,2022,3,Merchant payments,367022,551472983.879604,LA,33.9456407,77.6568576
1792,Ladakh,2022,3,Recharge & bill payments,160269,94288872.34747364,LA,33.9456407,77.6568576
1793,Ladakh,2022,3,Financial Services,1555,1815866.8961950848,LA,33.9456407,77.6568576
1794,Ladakh,2022,3,Others,2116,1892134.752080473,LA,33.9456407,77.6568576
1795,Ladakh,2022,4,Peer-to-peer payments,559259,2350047971.603546,LA,33.9456407,77.6568576
1796,Ladakh,2022,4,Merchant payments,382456,462189599.28430265,LA,33.9456407,77.6568576
1797,Ladakh,2022,4,Recharge & bill payments,138793,79767790.98577228,LA,33.9456407,77.6568576
1798,Ladakh,2022,4,Financial Services,1248,1198715.2123450316,LA,33.9456407,77.6568576
1799,Ladakh,2022,4,Others,1616,1273495.592982805,LA,33.9456407,77.6568576
1800,Lakshadweep,2018,1,Peer-to-peer payments,423,1860278.2784597145,LD,10.8132489,73.6804620941119
1801,Lakshadweep,2018,1,Recharge & bill payments,342,61432.04938505074,LD,10.8132489,73.6804620941119
1802,Lakshadweep,2018,1,Merchant payments,5,590.7505138175776,LD,10.8132489,73.6804620941119
1803,Lakshadweep,2018,1,Others,8,6310.102519157715,LD,10.8132489,73.6804620941119
1804,Lakshadweep,2018,2,Peer-to-peer payments,1315,5757123.079919379,LD,10.8132489,73.6804620941119
1805,Lakshadweep,2018,2,Recharge & bill payments,750,353202.7988510042,LD,10.8132489,73.6804620941119
1806,Lakshadweep,2018,2,Merchant payments,42,64568.47789279556,LD,10.8132489,73.6804620941119
1807,Lakshadweep,2018,2,Financial Services,6,9134.413223158994,LD,10.8132489,73.6804620941119
1808,Lakshadweep,2018,2,Others,19,3780.7695141997474,LD,10.8132489,73.6804620941119
1809,Lakshadweep,2018,3,Peer-to-peer payments,841,3926048.74488305,LD,10.8132489,73.6804620941119
1810,Lakshadweep,2018,3,Recharge & bill payments,760,300978.32420203416,LD,10.8132489,73.6804620941119
1811,Lakshadweep,2018,3,Merchant payments,87,94046.43333034206,LD,10.8132489,73.6804620941119
1812,Lakshadweep,2018,3,Others,15,17958.809570422687,LD,10.8132489,73.6804620941119
1813,Lakshadweep,2018,4,Recharge & bill payments,792,351201.0879000404,LD,10.8132489,73.6804620941119
1814,Lakshadweep,2018,4,Peer-to-peer payments,689,3841230.430870924,LD,10.8132489,73.6804620941119
1815,Lakshadweep,2018,4,Merchant payments,144,262079.85573632165,LD,10.8132489,73.6804620941119
1816,Lakshadweep,2018,4,Financial Services,6,389.8932323919954,LD,10.8132489,73.6804620941119
1817,Lakshadweep,2018,4,Others,11,8312.430483153179,LD,10.8132489,73.6804620941119
1818,Lakshadweep,2019,1,Peer-to-peer payments,1183,8221402.368536929,LD,10.8132489,73.6804620941119
1819,Lakshadweep,2019,1,Recharge & bill payments,1173,353870.52398354514,LD,10.8132489,73.6804620941119
1820,Lakshadweep,2019,1,Merchant payments,113,183062.1455975621,LD,10.8132489,73.6804620941119
1821,Lakshadweep,2019,1,Others,12,27795.441220958,LD,10.8132489,73.6804620941119
1822,Lakshadweep,2019,2,Recharge & bill payments,1448,436735.1684614296,LD,10.8132489,73.6804620941119
1823,Lakshadweep,2019,2,Peer-to-peer payments,1318,8602732.117788196,LD,10.8132489,73.6804620941119
1824,Lakshadweep,2019,2,Merchant payments,137,190716.5411561734,LD,10.8132489,73.6804620941119
1825,Lakshadweep,2019,2,Others,23,12340.30958308919,LD,10.8132489,73.6804620941119
1826,Lakshadweep,2019,3,Recharge & bill payments,1528,503049.2411913635,LD,10.8132489,73.6804620941119
1827,Lakshadweep,2019,3,Peer-to-peer payments,1455,8923273.862948446,LD,10.8132489,73.6804620941119
1828,Lakshadweep,2019,3,Merchant payments,111,215159.68119447332,LD,10.8132489,73.6804620941119
1829,Lakshadweep,2019,3,Others,10,10278.678434187355,LD,10.8132489,73.6804620941119
1830,Lakshadweep,2019,4,Recharge & bill payments,1801,618155.9004644766,LD,10.8132489,73.6804620941119
1831,Lakshadweep,2019,4,Peer-to-peer payments,1753,10383413.246670496,LD,10.8132489,73.6804620941119
1832,Lakshadweep,2019,4,Merchant payments,188,211413.62244321496,LD,10.8132489,73.6804620941119
1833,Lakshadweep,2019,4,Financial Services,2,34.39721181625656,LD,10.8132489,73.6804620941119
1834,Lakshadweep,2019,4,Others,21,56896.23813384895,LD,10.8132489,73.6804620941119
1835,Lakshadweep,2020,1,Recharge & bill payments,2684,789255.2646123999,LD,10.8132489,73.6804620941119
1836,Lakshadweep,2020,1,Peer-to-peer payments,2068,12463327.261836832,LD,10.8132489,73.6804620941119
1837,Lakshadweep,2020,1,Merchant payments,387,216594.03077193064,LD,10.8132489,73.6804620941119
1838,Lakshadweep,2020,1,Others,12,33192.017283045374,LD,10.8132489,73.6804620941119
1839,Lakshadweep,2020,2,Recharge & bill payments,4497,1061694.138574572,LD,10.8132489,73.6804620941119
1840,Lakshadweep,2020,2,Peer-to-peer payments,2176,14718605.188911092,LD,10.8132489,73.6804620941119
1841,Lakshadweep,2020,2,Merchant payments,472,971609.4583537824,LD,10.8132489,73.6804620941119
1842,Lakshadweep,2020,2,Financial Services,60,158593.59701229632,LD,10.8132489,73.6804620941119
1843,Lakshadweep,2020,2,Others,15,32419.70309265505,LD,10.8132489,73.6804620941119
1844,Lakshadweep,2020,3,Recharge & bill payments,4696,1186947.553816269,LD,10.8132489,73.6804620941119
1845,Lakshadweep,2020,3,Peer-to-peer payments,2946,19189391.618742835,LD,10.8132489,73.6804620941119
1846,Lakshadweep,2020,3,Merchant payments,903,842981.169451366,LD,10.8132489,73.6804620941119
1847,Lakshadweep,2020,3,Financial Services,27,45457.50970027798,LD,10.8132489,73.6804620941119
1848,Lakshadweep,2020,3,Others,17,42055.45694608544,LD,10.8132489,73.6804620941119
1849,Lakshadweep,2020,4,Recharge & bill payments,5187,1499298.1127799237,LD,10.8132489,73.6804620941119
1850,Lakshadweep,2020,4,Peer-to-peer payments,4741,27284123.245665,LD,10.8132489,73.6804620941119
1851,Lakshadweep,2020,4,Merchant payments,1668,1227101.6378793938,LD,10.8132489,73.6804620941119
1852,Lakshadweep,2020,4,Financial Services,22,13968.7539965527,LD,10.8132489,73.6804620941119
1853,Lakshadweep,2020,4,Others,32,86826.16675951776,LD,10.8132489,73.6804620941119
1854,Lakshadweep,2021,1,Peer-to-peer payments,3942,24823715.017422147,LD,10.8132489,73.6804620941119
1855,Lakshadweep,2021,1,Recharge & bill payments,3541,1070209.4218526704,LD,10.8132489,73.6804620941119
1856,Lakshadweep,2021,1,Merchant payments,1537,1040213.7953898906,LD,10.8132489,73.6804620941119
1857,Lakshadweep,2021,1,Financial Services,19,15929.095105497145,LD,10.8132489,73.6804620941119
1858,Lakshadweep,2021,1,Others,46,92715.5843109472,LD,10.8132489,73.6804620941119
1859,Lakshadweep,2021,2,Recharge & bill payments,5499,1745295.828077295,LD,10.8132489,73.6804620941119
1860,Lakshadweep,2021,2,Peer-to-peer payments,4069,23996417.49366483,LD,10.8132489,73.6804620941119
1861,Lakshadweep,2021,2,Merchant payments,1743,1525331.91465294,LD,10.8132489,73.6804620941119
1862,Lakshadweep,2021,2,Financial Services,29,15052.01849600818,LD,10.8132489,73.6804620941119
1863,Lakshadweep,2021,2,Others,44,101366.40306045808,LD,10.8132489,73.6804620941119
1864,Lakshadweep,2021,3,Peer-to-peer payments,5687,34142107.520169854,LD,10.8132489,73.6804620941119
1865,Lakshadweep,2021,3,Recharge & bill payments,5153,1700287.4734963956,LD,10.8132489,73.6804620941119
1866,Lakshadweep,2021,3,Merchant payments,2450,2750367.063028222,LD,10.8132489,73.6804620941119
1867,Lakshadweep,2021,3,Financial Services,48,137227.35390598277,LD,10.8132489,73.6804620941119
1868,Lakshadweep,2021,3,Others,32,73174.28816768769,LD,10.8132489,73.6804620941119
1869,Lakshadweep,2021,4,Peer-to-peer payments,7154,44696668.86120765,LD,10.8132489,73.6804620941119
1870,Lakshadweep,2021,4,Recharge & bill payments,5355,2093901.291802684,LD,10.8132489,73.6804620941119
1871,Lakshadweep,2021,4,Merchant payments,2872,4071239.087436496,LD,10.8132489,73.6804620941119
1872,Lakshadweep,2021,4,Financial Services,27,19994.54194636028,LD,10.8132489,73.6804620941119
1873,Lakshadweep,2021,4,Others,62,116381.74598782149,LD,10.8132489,73.6804620941119
1874,Lakshadweep,2022,1,Peer-to-peer payments,7913,48590864.56835763,LD,10.8132489,73.6804620941119
1875,Lakshadweep,2022,1,Recharge & bill payments,5334,2322580.1695599537,LD,10.8132489,73.6804620941119
1876,Lakshadweep,2022,1,Merchant payments,3048,3838358.358629393,LD,10.8132489,73.6804620941119
1877,Lakshadweep,2022,1,Financial Services,39,38274.22628876488,LD,10.8132489,73.6804620941119
