,State,Year,Quater,District,Registered_user
1583,delhi,2018,1,110086,59970
1584,delhi,2018,1,110044,55765
1585,delhi,2018,1,110096,50625
1586,delhi,2018,1,110041,47451
1587,delhi,2018,1,110043,46307
1588,delhi,2018,1,110084,44143
1589,delhi,2018,1,110042,42647
1590,delhi,2018,2,110059,124901
1591,delhi,2018,2,110092,108175
1592,delhi,2018,2,110086,79557
1593,delhi,2018,2,110085,79225
1594,delhi,2018,2,110044,73732
1595,delhi,2018,2,110096,66744
1596,delhi,2018,2,110041,63649
1597,delhi,2018,2,110043,60887
1598,delhi,2018,2,110084,57380
1599,delhi,2018,2,110042,56366
1600,delhi,2018,3,110059,156028
1601,delhi,2018,3,110092,136676
1602,delhi,2018,3,110085,101332
1603,delhi,2018,3,110086,100850
1604,delhi,2018,3,110044,91279
1605,delhi,2018,3,110096,84164
1606,delhi,2018,3,110041,80112
1607,delhi,2018,3,110043,74435
1608,delhi,2018,3,110084,71154
1609,delhi,2018,3,110042,71056
1610,delhi,2018,4,110059,206537
1611,delhi,2018,4,110092,177133
1612,delhi,2018,4,110086,133412
1613,delhi,2018,4,110085,132600
1614,delhi,2018,4,110044,121802
1615,delhi,2018,4,110096,114255
1616,delhi,2018,4,110041,106984
1617,delhi,2018,4,110043,98358
1618,delhi,2018,4,110042,95335
1619,delhi,2018,4,110094,94322
1620,delhi,2019,1,110059,246566
1621,delhi,2019,1,110092,206805
1622,delhi,2019,1,110086,158267
1623,delhi,2019,1,110085,152640
1624,delhi,2019,1,110044,145716
1625,delhi,2019,1,110096,135423
1626,delhi,2019,1,110041,129476
1627,delhi,2019,1,110043,117835
1628,delhi,2019,1,110094,114562
1629,delhi,2019,1,110042,113898
1630,delhi,2019,2,110059,274593
1631,delhi,2019,2,110092,228546
1632,delhi,2019,2,110086,177199
1633,delhi,2019,2,110085,167307
1634,delhi,2019,2,110044,162716
1635,delhi,2019,2,110096,150097
1636,delhi,2019,2,110041,146820
1637,delhi,2019,2,110043,131498
1638,delhi,2019,2,110094,130660
1639,delhi,2019,2,110042,129008
1640,delhi,2019,3,110059,300007
1641,delhi,2019,3,110092,248727
1642,delhi,2019,3,110086,194575
1643,delhi,2019,3,110085,180186
1644,delhi,2019,3,110044,178410
1645,delhi,2019,3,110096,164301
1646,delhi,2019,3,110041,163228
1647,delhi,2019,3,110001,148352
1648,delhi,2019,3,110094,146798
1649,delhi,2019,3,110043,144276
1650,delhi,2019,4,110059,320535
1651,delhi,2019,4,110092,264380
1652,delhi,2019,4,110086,209488
1653,delhi,2019,4,110044,192424
1654,delhi,2019,4,110085,189774
1655,delhi,2019,4,110041,177838
1656,delhi,2019,4,110096,176194
1657,delhi,2019,4,110094,161096
1658,delhi,2019,4,110001,160180
1659,delhi,2019,4,110053,156000
1660,delhi,2020,1,110059,342152
1661,delhi,2020,1,110092,280039
1662,delhi,2020,1,110086,226703
1663,delhi,2020,1,110044,207511
1664,delhi,2020,1,110085,200098
1665,delhi,2020,1,110041,194243
1666,delhi,2020,1,110096,187975
1667,delhi,2020,1,110094,175645
1668,delhi,2020,1,110001,171087
1669,delhi,2020,1,110053,170522
1670,delhi,2020,2,110059,365614
1671,delhi,2020,2,110092,295000
1672,delhi,2020,2,110086,246312
1673,delhi,2020,2,110044,223161
1674,delhi,2020,2,110041,211987
1675,delhi,2020,2,110085,211869
1676,delhi,2020,2,110096,199631
1677,delhi,2020,2,110094,192135
1678,delhi,2020,2,110053,186853
1679,delhi,2020,2,110042,186007
1680,delhi,2020,3,110059,393571
1681,delhi,2020,3,110092,314384
1682,delhi,2020,3,110086,267186
1683,delhi,2020,3,110044,240937
1684,delhi,2020,3,110041,231602
1685,delhi,2020,3,110085,225882
1686,delhi,2020,3,110096,213595
1687,delhi,2020,3,110094,210508
1688,delhi,2020,3,110053,205752
1689,delhi,2020,3,110042,202151
1690,delhi,2020,4,110059,423149
1691,delhi,2020,4,110092,335783
1692,delhi,2020,4,110086,288308
1693,delhi,2020,4,110044,259476
1694,delhi,2020,4,110041,252304
1695,delhi,2020,4,110085,241334
1696,delhi,2020,4,110094,230259
1697,delhi,2020,4,110096,228635
1698,delhi,2020,4,110053,226890
1699,delhi,2020,4,110042,219941
1700,delhi,2021,1,110059,454201
1701,delhi,2021,1,110092,359376
1702,delhi,2021,1,110086,310419
1703,delhi,2021,1,110044,278606
1704,delhi,2021,1,110041,272303
1705,delhi,2021,1,110085,257921
1706,delhi,2021,1,110094,248570
1707,delhi,2021,1,110053,245562
1708,delhi,2021,1,110096,245046
1709,delhi,2021,1,110042,237271
1710,delhi,2021,2,110059,485328
1711,delhi,2021,2,110092,383095
1712,delhi,2021,2,110086,332618
1713,delhi,2021,2,110044,297678
1714,delhi,2021,2,110041,291909
1715,delhi,2021,2,110085,275085
1716,delhi,2021,2,110094,266143
1717,delhi,2021,2,110053,262977
1718,delhi,2021,2,110096,261791
1719,delhi,2021,2,110042,254105
1720,delhi,2021,3,110059,520096
1721,delhi,2021,3,110092,409520
1722,delhi,2021,3,110086,357590
1723,delhi,2021,3,110044,319096
1724,delhi,2021,3,110041,314015
1725,delhi,2021,3,110085,293937
1726,delhi,2021,3,110094,285714
1727,delhi,2021,3,110053,282380
1728,delhi,2021,3,110096,280334
1729,delhi,2021,3,110042,273110
1730,delhi,2021,4,110059,555449
1731,delhi,2021,4,110092,436075
1732,delhi,2021,4,110086,382858
1733,delhi,2021,4,110044,340833
1734,delhi,2021,4,110041,336405
1735,delhi,2021,4,110085,312819
1736,delhi,2021,4,110094,305422
1737,delhi,2021,4,110053,301988
1738,delhi,2021,4,110096,299233
1739,delhi,2021,4,110042,292597
1740,delhi,2022,1,110059,588266
1741,delhi,2022,1,110092,460951
1742,delhi,2022,1,110086,406863
1743,delhi,2022,1,110044,361314
1744,delhi,2022,1,110041,357509
1745,delhi,2022,1,110085,330413
1746,delhi,2022,1,110094,324145
1747,delhi,2022,1,110053,320362
1748,delhi,2022,1,110096,316906
1749,delhi,2022,1,110042,310672
1750,delhi,2022,2,110059,619737
1751,delhi,2022,2,110092,484816
1752,delhi,2022,2,110086,429566
1753,delhi,2022,2,110044,381041
1754,delhi,2022,2,110041,377721
1755,delhi,2022,2,110085,347243
1756,delhi,2022,2,110094,341936
1757,delhi,2022,2,110053,337770
1758,delhi,2022,2,110096,333973
1759,delhi,2022,2,110042,328052
1760,delhi,2022,3,110059,652328
1761,delhi,2022,3,110092,509260
1762,delhi,2022,3,110086,453393
1763,delhi,2022,3,110044,401386
1764,delhi,2022,3,110041,398712
1765,delhi,2022,3,110085,364644
1766,delhi,2022,3,110094,360554
1767,delhi,2022,3,110053,356138
1768,delhi,2022,3,110096,351480
1769,delhi,2022,3,110042,346285
1770,delhi,2022,4,110059,685596
1771,delhi,2022,4,110092,534009
1772,delhi,2022,4,110086,477514
1773,delhi,2022,4,110044,422192
1774,delhi,2022,4,110041,419823
1775,delhi,2022,4,110085,382113
1776,delhi,2022,4,110094,379346
1777,delhi,2022,4,110053,374689
1778,delhi,2022,4,110096,369272
1779,delhi,2022,4,110042,364573
1780,goa,2018,1,403516,6466
1781,goa,2018,1,403601,5251
1782,goa,2018,1,403001,5240
1783,goa,2018,1,403401,5138
1784,goa,2018,1,403802,3850
1785,goa,2018,1,403722,3844
1786,goa,2018,1,403507,3831
1787,goa,2018,1,403521,2841
1788,goa,2018,1,403515,2443
1789,goa,2018,1,403509,2386
1790,goa,2018,2,403516,8301
1791,goa,2018,2,403001,7089
1792,goa,2018,2,403601,6974
1793,goa,2018,2,403401,6685
1794,goa,2018,2,403722,5343
1795,goa,2018,2,403802,5119
1796,goa,2018,2,403507,4991
1797,goa,2018,2,403521,3804
1798,goa,2018,2,403515,3277
1799,goa,2018,2,403509,3077
1800,goa,2018,3,403516,9997
1801,goa,2018,3,403001,8932
1802,goa,2018,3,403601,8721
1803,goa,2018,3,403401,8256
1804,goa,2018,3,403722,7084
1805,goa,2018,3,403802,6453
1806,goa,2018,3,403507,6272
1807,goa,2018,3,403521,4797
1808,goa,2018,3,403515,4153
1809,goa,2018,3,403801,3775
1810,goa,2018,4,403516,12486
1811,goa,2018,4,403001,11471
1812,goa,2018,4,403601,10977
1813,goa,2018,4,403401,10356
1814,goa,2018,4,403722,9148
1815,goa,2018,4,403802,8151
1816,goa,2018,4,403507,7980
1817,goa,2018,4,403521,6106
1818,goa,2018,4,403515,5194
1819,goa,2018,4,403509,4753
1820,goa,2019,1,403516,15021
1821,goa,2019,1,403001,14063
1822,goa,2019,1,403601,13406
1823,goa,2019,1,403401,12431
1824,goa,2019,1,403722,11012
1825,goa,2019,1,403802,9859
1826,goa,2019,1,403507,9777
1827,goa,2019,1,403521,7471
1828,goa,2019,1,403515,6247
1829,goa,2019,1,403512,5763
1830,goa,2019,2,403516,17020
1831,goa,2019,2,403001,16546
1832,goa,2019,2,403601,15906
1833,goa,2019,2,403401,14462
1834,goa,2019,2,403722,12443
1835,goa,2019,2,403802,11642
1836,goa,2019,2,403507,11602
1837,goa,2019,2,403521,8708
1838,goa,2019,2,403515,7164
1839,goa,2019,2,403512,6805
1840,goa,2019,3,403516,19191
1841,goa,2019,3,403001,18952
1842,goa,2019,3,403601,18205
1843,goa,2019,3,403401,16425
1844,goa,2019,3,403722,13795
1845,goa,2019,3,403507,13252
1846,goa,2019,3,403802,13185
1847,goa,2019,3,403521,10022
1848,goa,2019,3,403515,8059
1849,goa,2019,3,403512,7853
1850,goa,2019,4,403516,21230
1851,goa,2019,4,403001,20952
1852,goa,2019,4,403601,20128
1853,goa,2019,4,403401,18284
1854,goa,2019,4,403722,15231
1855,goa,2019,4,403507,14800
1856,goa,2019,4,403802,14490
1857,goa,2019,4,403521,11139
1858,goa,2019,4,403515,8917
1859,goa,2019,4,403512,8854
1860,goa,2020,1,403516,23160
1861,goa,2020,1,403001,22905
1862,goa,2020,1,403601,22252
1863,goa,2020,1,403401,20276
1864,goa,2020,1,403722,16611
1865,goa,2020,1,403507,16487
1866,goa,2020,1,403802,16084
1867,goa,2020,1,403521,12266
1868,goa,2020,1,403512,9989
1869,goa,2020,1,403515,9727
1870,goa,2020,2,403001,24693
1871,goa,2020,2,403601,24596
1872,goa,2020,2,403516,24526
1873,goa,2020,2,403401,22379
1874,goa,2020,2,403507,18333
1875,goa,2020,2,403722,17947
1876,goa,2020,2,403802,17824
1877,goa,2020,2,403521,13409
1878,goa,2020,2,403512,11037
1879,goa,2020,2,403515,10353
1880,goa,2020,3,403601,27208
1881,goa,2020,3,403001,26737
1882,goa,2020,3,403516,26198
1883,goa,2020,3,403401,24797
1884,goa,2020,3,403507,20441
1885,goa,2020,3,403802,19674
1886,goa,2020,3,403722,19552
1887,goa,2020,3,403521,14524
1888,goa,2020,3,403512,12307
1889,goa,2020,3,403515,11111
1890,goa,2020,4,403601,30363
1891,goa,2020,4,403001,29484
1892,goa,2020,4,403516,28745
1893,goa,2020,4,403401,27577
1894,goa,2020,4,403507,22919
1895,goa,2020,4,403802,21866
1896,goa,2020,4,403722,21365
1897,goa,2020,4,403521,16004
1898,goa,2020,4,403512,13802
1899,goa,2020,4,403515,12169
1900,goa,2021,1,403601,32812
1901,goa,2021,1,403001,31639
1902,goa,2021,1,403516,31109
1903,goa,2021,1,403401,29759
1904,goa,2021,1,403507,24789
1905,goa,2021,1,403802,23590
1906,goa,2021,1,403722,23019
1907,goa,2021,1,403521,17278
1908,goa,2021,1,403512,15009
1909,goa,2021,1,403515,13117
1910,goa,2021,2,403601,35016
1911,goa,2021,2,403001,33753
1912,goa,2021,2,403516,33166
1913,goa,2021,2,403401,31770
1914,goa,2021,2,403507,26546
1915,goa,2021,2,403802,25160
1916,goa,2021,2,403722,24578
1917,goa,2021,2,403521,18403
1918,goa,2021,2,403512,16035
1919,goa,2021,2,403515,13992
1920,goa,2021,3,403601,37507
1921,goa,2021,3,403001,36113
1922,goa,2021,3,403516,35395
1923,goa,2021,3,403401,34083
1924,goa,2021,3,403507,28444
1925,goa,2021,3,403802,26955
1926,goa,2021,3,403722,26342
1927,goa,2021,3,403521,19690
1928,goa,2021,3,403512,17249
1929,goa,2021,3,403515,14917
1930,goa,2021,4,403601,39985
1931,goa,2021,4,403001,38489
1932,goa,2021,4,403516,37615
1933,goa,2021,4,403401,36388
1934,goa,2021,4,403507,30339
1935,goa,2021,4,403802,28748
1936,goa,2021,4,403722,28215
1937,goa,2021,4,403521,20963
1938,goa,2021,4,403512,18476
1939,goa,2021,4,403515,15851
1940,goa,2022,1,403601,42284
1941,goa,2022,1,403001,40658
1942,goa,2022,1,403516,39737
1943,goa,2022,1,403401,38530
1944,goa,2022,1,403507,32152
1945,goa,2022,1,403802,30460
1946,goa,2022,1,403722,29946
1947,goa,2022,1,403521,22153
1948,goa,2022,1,403512,19621
1949,goa,2022,1,403515,16746
1950,goa,2022,2,403601,44524
1951,goa,2022,2,403001,42745
1952,goa,2022,2,403516,41711
1953,goa,2022,2,403401,40592
1954,goa,2022,2,403507,33849
1955,goa,2022,2,403802,32057
1956,goa,2022,2,403722,31588
1957,goa,2022,2,403521,23291
1958,goa,2022,2,403512,20688
1959,goa,2022,2,403515,17575
1960,goa,2022,3,403601,46781
1961,goa,2022,3,403001,44871
1962,goa,2022,3,403516,43715
1963,goa,2022,3,403401,42722
1964,goa,2022,3,403507,35584
1965,goa,2022,3,403802,33724
1966,goa,2022,3,403722,33341
1967,goa,2022,3,403521,24473
1968,goa,2022,3,403512,21788
1969,goa,2022,3,403515,18401
1970,goa,2022,4,403601,49007
1971,goa,2022,4,403001,46997
1972,goa,2022,4,403516,45745
1973,goa,2022,4,403401,44729
1974,goa,2022,4,403507,37261
1975,goa,2022,4,403802,35405
1976,goa,2022,4,403722,35057
1977,goa,2022,4,403521,25628
1978,goa,2022,4,403512,22733
1979,goa,2022,4,403515,19246
1980,gujarat,2018,1,395006,72275
1981,gujarat,2018,1,395010,45734
1982,gujarat,2018,1,395004,37825
1983,gujarat,2018,1,382350,32292
1984,gujarat,2018,1,394210,31969
1985,gujarat,2018,1,395003,30787
1986,gujarat,2018,1,382481,25321
1987,gujarat,2018,1,395009,23628
1988,gujarat,2018,1,396191,22824
1989,gujarat,2018,1,382415,22742
1990,gujarat,2018,2,395006,94500
1991,gujarat,2018,2,395010,60175
1992,gujarat,2018,2,395004,49139
1993,gujarat,2018,2,394210,44190
1994,gujarat,2018,2,382350,41644
1995,gujarat,2018,2,395003,40881
1996,gujarat,2018,2,382481,32292
1997,gujarat,2018,2,396191,30464
1998,gujarat,2018,2,395009,30378
1999,gujarat,2018,2,382415,29895
2000,gujarat,2018,3,395006,113391
2001,gujarat,2018,3,395010,73560
2002,gujarat,2018,3,395004,58525
2003,gujarat,2018,3,394210,56563
2004,gujarat,2018,3,395003,50366
2005,gujarat,2018,3,382350,49974
2006,gujarat,2018,3,396191,38490
2007,gujarat,2018,3,382481,38313
2008,gujarat,2018,3,395009,36563
2009,gujarat,2018,3,382415,36510
2010,gujarat,2018,4,395006,135881
2011,gujarat,2018,4,395010,89595
2012,gujarat,2018,4,394210,71909
2013,gujarat,2018,4,395004,69666
2014,gujarat,2018,4,382350,62863
2015,gujarat,2018,4,395003,62164
2016,gujarat,2018,4,382481,50895
2017,gujarat,2018,4,396191,48467
2018,gujarat,2018,4,382415,46926
2019,gujarat,2018,4,395009,44962
2020,gujarat,2019,1,395006,157558
2021,gujarat,2019,1,395010,104683
2022,gujarat,2019,1,394210,86656
2023,gujarat,2019,1,395004,79826
2024,gujarat,2019,1,382350,74106
2025,gujarat,2019,1,395003,73240
2026,gujarat,2019,1,382481,60080
2027,gujarat,2019,1,396191,58289
2028,gujarat,2019,1,382415,56346
2029,gujarat,2019,1,382345,53663
2030,gujarat,2019,2,395006,180042
2031,gujarat,2019,2,395010,117410
2032,gujarat,2019,2,394210,99259
2033,gujarat,2019,2,395004,88490
2034,gujarat,2019,2,382350,83582
2035,gujarat,2019,2,395003,82557
2036,gujarat,2019,2,382481,67372
2037,gujarat,2019,2,396191,66034
2038,gujarat,2019,2,382415,64402
2039,gujarat,2019,2,382345,61531
2040,gujarat,2019,3,395006,198132
2041,gujarat,2019,3,395010,128538
2042,gujarat,2019,3,394210,111163
2043,gujarat,2019,3,395004,95896
2044,gujarat,2019,3,382350,92274
2045,gujarat,2019,3,395003,90925
2046,gujarat,2019,3,382481,73913
2047,gujarat,2019,3,396191,73506
2048,gujarat,2019,3,382415,72158
2049,gujarat,2019,3,382345,68940
2050,gujarat,2019,4,395006,214322
2051,gujarat,2019,4,395010,138999
2052,gujarat,2019,4,394210,123670
2053,gujarat,2019,4,395004,103138
2054,gujarat,2019,4,382350,99646
2055,gujarat,2019,4,395003,98804
2056,gujarat,2019,4,396191,81666
2057,gujarat,2019,4,382481,79158
2058,gujarat,2019,4,382415,78997
2059,gujarat,2019,4,382345,75408
2060,gujarat,2020,1,395006,230047
2061,gujarat,2020,1,395010,149506
2062,gujarat,2020,1,394210,137283
2063,gujarat,2020,1,395004,110684
2064,gujarat,2020,1,395003,106915
2065,gujarat,2020,1,382350,106647
2066,gujarat,2020,1,396191,90365
2067,gujarat,2020,1,382415,86315
2068,gujarat,2020,1,382481,84353
2069,gujarat,2020,1,382345,82048
2070,gujarat,2020,2,395006,245129
2071,gujarat,2020,2,395010,160784
2072,gujarat,2020,2,394210,153681
2073,gujarat,2020,2,395004,119752
2074,gujarat,2020,2,395003,115539
2075,gujarat,2020,2,382350,115202
2076,gujarat,2020,2,396191,100064
2077,gujarat,2020,2,382415,95250
2078,gujarat,2020,2,382481,90515
2079,gujarat,2020,2,382345,90259
2080,gujarat,2020,3,395006,259468
2081,gujarat,2020,3,395010,173062
2082,gujarat,2020,3,394210,167802
2083,gujarat,2020,3,395004,127956
2084,gujarat,2020,3,395003,124692
2085,gujarat,2020,3,382350,123709
2086,gujarat,2020,3,396191,109788
2087,gujarat,2020,3,382415,103846
2088,gujarat,2020,3,382345,98070
2089,gujarat,2020,3,382481,96759
2090,gujarat,2020,4,395006,276969
2091,gujarat,2020,4,395010,187103
2092,gujarat,2020,4,394210,184572
2093,gujarat,2020,4,395004,137335
2094,gujarat,2020,4,395003,135529
2095,gujarat,2020,4,382350,133012
2096,gujarat,2020,4,396191,121067
2097,gujarat,2020,4,382415,112726
2098,gujarat,2020,4,382345,105910
2099,gujarat,2020,4,382481,103359
2100,gujarat,2021,1,395006,297048
2101,gujarat,2021,1,395010,201470
2102,gujarat,2021,1,394210,200058
2103,gujarat,2021,1,395004,147473
2104,gujarat,2021,1,395003,145856
2105,gujarat,2021,1,382350,142849
2106,gujarat,2021,1,396191,130996
2107,gujarat,2021,1,382415,121750
2108,gujarat,2021,1,382345,113956
2109,gujarat,2021,1,385535,110989
2110,gujarat,2021,2,395006,317597
2111,gujarat,2021,2,395010,215717
2112,gujarat,2021,2,394210,214776
2113,gujarat,2021,2,395004,157608
2114,gujarat,2021,2,395003,156006
2115,gujarat,2021,2,382350,152795
2116,gujarat,2021,2,396191,140329
2117,gujarat,2021,2,382415,130437
2118,gujarat,2021,2,382345,121975
2119,gujarat,2021,2,385535,119329
2120,gujarat,2021,3,395006,340436
2121,gujarat,2021,3,395010,231725
2122,gujarat,2021,3,394210,231353
2123,gujarat,2021,3,395004,168968
2124,gujarat,2021,3,395003,167307
2125,gujarat,2021,3,382350,163762
2126,gujarat,2021,3,396191,150868
2127,gujarat,2021,3,382415,140098
2128,gujarat,2021,3,382345,130967
2129,gujarat,2021,3,385535,128886
2130,gujarat,2021,4,395006,363595
2131,gujarat,2021,4,394210,247983
2132,gujarat,2021,4,395010,247597
2133,gujarat,2021,4,395004,180294
2134,gujarat,2021,4,395003,178606
2135,gujarat,2021,4,382350,174821
2136,gujarat,2021,4,396191,161460
2137,gujarat,2021,4,382415,149751
2138,gujarat,2021,4,382345,139819
2139,gujarat,2021,4,385535,138286
2140,gujarat,2022,1,395006,385040
2141,gujarat,2022,1,394210,263596
2142,gujarat,2022,1,395010,262287
2143,gujarat,2022,1,395004,190769
2144,gujarat,2022,1,395003,189101
2145,gujarat,2022,1,382350,185001
2146,gujarat,2022,1,396191,171443
2147,gujarat,2022,1,382415,158818
2148,gujarat,2022,1,382345,148068
2149,gujarat,2022,1,385535,147477
2150,gujarat,2022,2,395006,405477
2151,gujarat,2022,2,394210,278453
2152,gujarat,2022,2,395010,276339
2153,gujarat,2022,2,395004,200828
2154,gujarat,2022,2,395003,199079
2155,gujarat,2022,2,382350,194725
2156,gujarat,2022,2,396191,180851
2157,gujarat,2022,2,382415,167419
2158,gujarat,2022,2,385535,156144
2159,gujarat,2022,2,382345,155908
2160,gujarat,2022,3,395006,426968
2161,gujarat,2022,3,394210,294155
2162,gujarat,2022,3,395010,290935
2163,gujarat,2022,3,395004,211361
2164,gujarat,2022,3,395003,209495
2165,gujarat,2022,3,382350,204832
2166,gujarat,2022,3,396191,190805
2167,gujarat,2022,3,382415,176390
2168,gujarat,2022,3,385535,164910
2169,gujarat,2022,3,382345,164109
2170,gujarat,2022,4,395006,448463
2171,gujarat,2022,4,394210,309875
2172,gujarat,2022,4,395010,305674
2173,gujarat,2022,4,395004,221859
2174,gujarat,2022,4,395003,219947
2175,gujarat,2022,4,382350,214911
2176,gujarat,2022,4,396191,200547
2177,gujarat,2022,4,382415,185450
2178,gujarat,2022,4,385535,173196
2179,gujarat,2022,4,382345,172424
2180,haryana,2018,1,122001,82656
2181,haryana,2018,1,121004,52178
2182,haryana,2018,1,121003,48088
2183,haryana,2018,1,122002,42709
2184,haryana,2018,1,122006,42454
2185,haryana,2018,1,121001,42239
2186,haryana,2018,1,124001,36966
2187,haryana,2018,1,123401,34462
2188,haryana,2018,1,122051,33437
2189,haryana,2018,1,132001,31575
2190,haryana,2018,2,122001,107275
2191,haryana,2018,2,121004,69412
2192,haryana,2018,2,121003,63458
2193,haryana,2018,2,121001,56154
2194,haryana,2018,2,122002,55528
2195,haryana,2018,2,122006,54489
2196,haryana,2018,2,124001,48721
2197,haryana,2018,2,123401,44946
2198,haryana,2018,2,122051,44764
2199,haryana,2018,2,132001,41673
2200,haryana,2018,3,122001,130847
2201,haryana,2018,3,121004,86428
2202,haryana,2018,3,121003,78699
2203,haryana,2018,3,121001,71428
2204,haryana,2018,3,122002,68873
2205,haryana,2018,3,122006,67331
2206,haryana,2018,3,124001,59016
2207,haryana,2018,3,123401,54477
2208,haryana,2018,3,122051,54363
2209,haryana,2018,3,132001,50845
2210,haryana,2018,4,122001,163556
2211,haryana,2018,4,121004,117034
2212,haryana,2018,4,121003,103920
2213,haryana,2018,4,121001,101287
2214,haryana,2018,4,122002,86547
2215,haryana,2018,4,122006,85334
2216,haryana,2018,4,124001,71218
2217,haryana,2018,4,122051,67543
2218,haryana,2018,4,123401,67235
2219,haryana,2018,4,122004,64480
2220,haryana,2019,1,122001,194366
2221,haryana,2019,1,121004,144318
2222,haryana,2019,1,121003,125626
2223,haryana,2019,1,121001,122040
2224,haryana,2019,1,122002,102287
2225,haryana,2019,1,122006,101815
2226,haryana,2019,1,124001,83228
2227,haryana,2019,1,122051,81253
2228,haryana,2019,1,121102,80409
2229,haryana,2019,1,123401,80255
2230,haryana,2019,2,122001,217913
2231,haryana,2019,2,121004,164350
2232,haryana,2019,2,121003,141046
2233,haryana,2019,2,121001,138083
2234,haryana,2019,2,122002,115060
2235,haryana,2019,2,122006,114395
2236,haryana,2019,2,124001,94885
2237,haryana,2019,2,121102,93648
2238,haryana,2019,2,123401,92297
2239,haryana,2019,2,122051,90453
2240,haryana,2019,3,122001,239679
2241,haryana,2019,3,121004,182786
2242,haryana,2019,3,121003,155581
2243,haryana,2019,3,121001,152399
2244,haryana,2019,3,122002,126886
2245,haryana,2019,3,122006,126740
2246,haryana,2019,3,121102,106171
2247,haryana,2019,3,124001,105974
2248,haryana,2019,3,123401,103749
2249,haryana,2019,3,122004,99827
2250,haryana,2019,4,122001,258880
2251,haryana,2019,4,121004,201072
2252,haryana,2019,4,121003,169105
2253,haryana,2019,4,121001,164555
2254,haryana,2019,4,122006,137295
2255,haryana,2019,4,122002,136781
2256,haryana,2019,4,121102,117172
2257,haryana,2019,4,124001,115727
2258,haryana,2019,4,123401,113575
2259,haryana,2019,4,122004,109845
2260,haryana,2020,1,122001,277400
2261,haryana,2020,1,121004,220431
2262,haryana,2020,1,121003,183564
2263,haryana,2020,1,121001,177159
2264,haryana,2020,1,122006,147672
2265,haryana,2020,1,122002,146453
2266,haryana,2020,1,121102,129418
2267,haryana,2020,1,124001,126121
2268,haryana,2020,1,123401,124071
2269,haryana,2020,1,122004,120068
2270,haryana,2020,2,122001,293479
2271,haryana,2020,2,121004,239658
2272,haryana,2020,2,121003,198248
2273,haryana,2020,2,121001,190142
2274,haryana,2020,2,122006,157703
2275,haryana,2020,2,122002,154797
2276,haryana,2020,2,121102,142490
2277,haryana,2020,2,124001,136592
2278,haryana,2020,2,123401,135535
2279,haryana,2020,2,122004,127957
2280,haryana,2020,3,122001,314031
2281,haryana,2020,3,121004,261230
2282,haryana,2020,3,121003,214022
2283,haryana,2020,3,121001,205343
2284,haryana,2020,3,122006,170596
2285,haryana,2020,3,122002,165039
2286,haryana,2020,3,121102,155722
2287,haryana,2020,3,124001,149067
2288,haryana,2020,3,123401,148188
2289,haryana,2020,3,122004,138271
2290,haryana,2020,4,122001,336803
2291,haryana,2020,4,121004,283882
2292,haryana,2020,4,121003,230786
2293,haryana,2020,4,121001,221002
2294,haryana,2020,4,122006,184356
2295,haryana,2020,4,122002,176881
2296,haryana,2020,4,121102,169232
2297,haryana,2020,4,124001,161912
2298,haryana,2020,4,123401,160526
2299,haryana,2020,4,122004,150225
2300,haryana,2021,1,122001,361360
2301,haryana,2021,1,121004,306230
2302,haryana,2021,1,121003,247955
2303,haryana,2021,1,121001,237542
2304,haryana,2021,1,122006,198022
2305,haryana,2021,1,122002,189395
2306,haryana,2021,1,121102,182342
2307,haryana,2021,1,124001,173733
2308,haryana,2021,1,123401,172665
2309,haryana,2021,1,122004,162301
2310,haryana,2021,2,122001,385555
2311,haryana,2021,2,121004,328000
2312,haryana,2021,2,121003,264861
2313,haryana,2021,2,121001,254045
2314,haryana,2021,2,122006,211281
2315,haryana,2021,2,122002,201795
2316,haryana,2021,2,121102,195621
2317,haryana,2021,2,124001,186059
2318,haryana,2021,2,123401,184718
2319,haryana,2021,2,122004,173740
2320,haryana,2021,3,122001,412737
2321,haryana,2021,3,121004,352312
2322,haryana,2021,3,121003,284042
2323,haryana,2021,3,121001,272333
2324,haryana,2021,3,122006,226097
2325,haryana,2021,3,122002,215608
2326,haryana,2021,3,121102,210637
2327,haryana,2021,3,124001,199561
2328,haryana,2021,3,123401,198439
2329,haryana,2021,3,122004,186579
2330,haryana,2021,4,122001,440178
2331,haryana,2021,4,121004,376910
2332,haryana,2021,4,121003,303566
2333,haryana,2021,4,121001,290827
2334,haryana,2021,4,122006,241050
2335,haryana,2021,4,122002,229524
2336,haryana,2021,4,121102,225645
2337,haryana,2021,4,124001,213051
2338,haryana,2021,4,123401,212046
2339,haryana,2021,4,122004,199804
2340,haryana,2022,1,122001,465984
2341,haryana,2022,1,121004,400283
2342,haryana,2022,1,121003,321859
2343,haryana,2022,1,121001,308144
2344,haryana,2022,1,122006,255061
2345,haryana,2022,1,122002,242575
2346,haryana,2022,1,121102,239809
2347,haryana,2022,1,124001,225735
2348,haryana,2022,1,123401,225100
2349,haryana,2022,1,122004,212387
2350,haryana,2022,2,122001,490709
2351,haryana,2022,2,121004,422488
2352,haryana,2022,2,121003,339295
2353,haryana,2022,2,121001,324650
2354,haryana,2022,2,122006,268387
2355,haryana,2022,2,122002,255084
2356,haryana,2022,2,121102,253094
2357,haryana,2022,2,124001,237736
2358,haryana,2022,2,123401,237454
